"customerkey","datefirstpurchase","fullname","gender","maritalstatus","city","country","stateprovincename"
11358,"2020-06-28","Cynthia Malhotra","F","S","Coffs Harbour","Australia","New South Wales"
11359,"2020-06-13","Jarrod Prasad","M","S","Malabar","Australia","New South Wales"
11360,"2020-06-27","Tyrone Serrano","M","S","Rockhampton","Australia","Queensland"
11361,"2022-10-01","Cindy G Ramos","F","M","Newcastle","Australia","New South Wales"
11362,"2022-03-29","Damien M Shan","M","M","Cranbourne","Australia","Victoria"
11363,"2020-06-08","Julian Ross","M","S","Melbourne","Australia","Victoria"
11364,"2020-06-07","Jennifer Collins","F","S","Geelong","Australia","Victoria"
11365,"2020-05-31","Brittney Sun","F","S","Findon","Australia","South Australia"
11366,"2022-06-24","Virginia R Patel","F","M","Seaford","Australia","Victoria"
11367,"2022-07-07","Calvin J Nara","M","M","North Sydney","Australia","New South Wales"
11368,"2020-06-24","Edward Miller","M","S","Rockhampton","Australia","Queensland"
11369,"2022-07-05","Ashlee D Tang","F","M","Findon","Australia","South Australia"
11370,"2022-07-13","Alicia Xu","F","M","South Melbourne","Australia","Victoria"
11371,"2022-11-07","Lacey C Jai","F","M","Rockhampton","Australia","Queensland"
11372,"2020-06-07","Wendy H Romero","F","S","Brisbane","Australia","Queensland"
11373,"2022-08-27","Carly H Luo","F","M","Salzgitter","Germany","Hessen"
11374,"2022-04-15","Jimmy M Ortega","M","S","Werne","Germany","Nordrhein-Westfalen"
11375,"2022-10-17","Francisco Martinez","M","M","High Wycombe","United Kingdom","England"
11376,"2022-10-15","Lance Vazquez","M","S","Liverpool","United Kingdom","England"
11377,"2022-02-28","David R. Robinett","M","M","Solingen","Germany","Nordrhein-Westfalen"
11378,"2021-10-17","Shannon Liang","F","S","Metz","France","Moselle"
11379,"2021-10-02","Gary Vazquez","M","M","Boulogne-Billancourt","France","Hauts de Seine"
11380,"2020-10-11","Mitchell L Kumar","M","S","Saarlouis","Germany","Saarland"
11381,"2020-06-12","Meredith Raman","F","M","London","United Kingdom","England"
11382,"2021-11-03","Edward Patterson","M","M","Roubaix","France","Nord"
11383,"2023-01-01","Marie Gill","F","M","Roissy en Brie","France","Seine et Marne"
11384,"2022-08-02","Tiffany E Wang","F","M","Les Ulis","France","Essonne"
11385,"2022-07-06","Miguel C Allen","M","S","York","United Kingdom","England"
11386,"2022-11-02","Jaclyn Cai","F","M","Darmstadt","Germany","Hessen"
11387,"2020-07-26","Megan C Ramirez","F","S","Gateshead","United Kingdom","England"
11388,"2020-07-03","Joseph Martin","M","M","York","United Kingdom","England"
11389,"2022-11-17","Karl J Shan","M","S","Duesseldorf","Germany","Hessen"
11390,"2022-11-07","Christine J Raji","F","S","Saint Germain en Laye","France","Yveline"
11391,"2022-10-26","Lindsay T Xie","F","S","Salzgitter","Germany","Hessen"
11392,"2022-03-29","Willie Zhao","M","S","Frankfurt","Germany","Hessen"
11393,"2022-07-16","Kurt B Pal","M","S","Saint Ouen","France","Loir et Cher"
11394,"2020-07-04","George McDonald","M","S","Milton Keynes","United Kingdom","England"
11395,"2020-11-14","Beth C Gutierrez","F","S","Frankfurt","Germany","Bayern"
11396,"2022-10-26","Ian G Lopez","M","M","Saarlouis","Germany","Saarland"
11397,"2022-07-07","Latoya R Shan","F","S","Paris","France","Seine (Paris)"
11398,"2020-07-03","Colin N Nath","M","S","Newcastle upon Tyne","United Kingdom","England"
11399,"2022-04-13","Brenda F Mehta","F","S","Paris","France","Seine (Paris)"
11400,"2020-07-15","Franklin Raji","M","S","London","United Kingdom","England"
11401,"2021-10-28","Linda Navarro","F","M","Paris","France","Seine (Paris)"
11402,"2021-11-07","Kelli R Cai","F","M","Orleans","France","Loiret"
11403,"2021-10-28","Nancy Schmidt","F","S","Saint Ouen","France","Charente-Maritime"
11404,"2022-02-10","Megan E Taylor","F","S","Kassel","Germany","Hessen"
11405,"2022-03-31","Bonnie Goel","F","S","Bonn","Germany","Hamburg"
11406,"2021-11-04","Latoya L Xu","F","M","Paris","France","Seine (Paris)"
11407,"2022-06-23","Mario She","M","M","Münster","Germany","Saarland"
11408,"2022-03-05","Darren M Gill","M","M","London","United Kingdom","England"
11409,"2021-11-17","Jacqueline H Hayes","F","S","Saint Germain en Laye","France","Yveline"
11410,"2021-11-13","Maurice Goel","M","M","Paris","France","Seine (Paris)"
11411,"2022-08-04","Devin A Ross","M","M","Ingolstadt","Germany","Bayern"
11412,"2020-11-05","Sydney S Bryant","F","S","Ingolstadt","Germany","Bayern"
11413,"2020-08-10","Megan L Stewart","F","M","Gateshead","United Kingdom","England"
11414,"2020-08-13","Ian Richardson","M","S","Kirkby","United Kingdom","England"
11415,"2022-08-16","Randy H She","M","S","Darmstadt","Germany","Hessen"
11416,"2021-11-07","Katrina Becker","F","M","Croix","France","Nord"
11417,"2021-11-04","Lacey C Zheng","F","M","Pantin","France","Seine Saint Denis"
11418,"2022-12-17","Rafael J Hu","M","S","Paderborn","Germany","Nordrhein-Westfalen"
11419,"2022-03-12","Kyle D Scott","M","M","Watford","United Kingdom","England"
11420,"2021-11-01","Jordan C Turner","M","M","Roubaix","France","Nord"
11421,"2020-11-03","Amy C Sun","F","M","Offenbach","Germany","Saarland"
11422,"2020-08-22","Dustin F Deng","M","M","Liverpool","United Kingdom","England"
11423,"2020-12-10","Jasmine Stewart","F","M","Hamburg","Germany","Hamburg"
11424,"2022-04-21","Pamela S Garcia","F","M","Berlin","Germany","Saarland"
11425,"2021-11-22","Ariana D Gray","F","M","Metz","France","Moselle"
11426,"2022-04-09","Kristopher Mehta","M","M","Braunschweig","Germany","Nordrhein-Westfalen"
11427,"2020-12-20","Desiree S Dominguez","F","M","Kiel","Germany","Saarland"
11428,"2020-12-05","Deanna Perez","F","S","Poing","Germany","Saarland"
11429,"2021-12-14","Marco Lopez","M","M","Sèvres","France","Hauts de Seine"
11430,"2022-03-19","Casey K Yuan","F","M","Bottrop","Germany","Nordrhein-Westfalen"
11431,"2020-12-21","Bryant Garcia","M","M","Hof","Germany","Bayern"
11432,"2021-12-10","Dominique L Prasad","F","M","Roissy en Brie","France","Seine et Marne"
11433,"2021-12-02","Maurice M Shan","M","M","Tremblay-en-France","France","Seine Saint Denis"
11434,"2022-06-15","Andre Lopez","M","M","West Sussex","United Kingdom","England"
11435,"2023-01-04","Robin Romero","F","S","Kiel","Germany","Saarland"
11436,"2022-05-22","Taylor Cox","F","M","Watford","United Kingdom","England"
11437,"2022-12-19","Alfredo Moreno","M","M","Villeneuve-d'Ascq","France","Nord"
11438,"2022-02-05","Jenny Nara","F","M","Werne","Germany","Nordrhein-Westfalen"
11439,"2021-11-29","Janet Munoz","F","M","Paris La Defense","France","Hauts de Seine"
11440,"2022-03-27","Sergio C Weber","M","M","Lille","France","Nord"
11441,"2023-01-08","Erika Gomez","F","M","Paris","France","Seine (Paris)"
11442,"2022-09-29","Joseph D Harris","M","M","Tremblay-en-France","France","Seine Saint Denis"
11443,"2020-06-07","Grace Griffin","F","S","Hobart","Australia","Tasmania"
11444,"2020-06-01","Tina C Mehta","F","M","Bendigo","Australia","Victoria"
11445,"2020-06-06","Kari S Kim","F","S","Silverwater","Australia","New South Wales"
11446,"2020-06-18","Bethany K Chander","F","S","Lane Cove","Australia","New South Wales"
11447,"2020-06-28","Jennifer Roberts","F","M","Hervey Bay","Australia","Queensland"
11448,"2020-06-16","Kyle Patterson","M","S","Melbourne","Australia","Victoria"
11449,"2020-06-19","Alvin E Hu","M","M","Seaford","Australia","Victoria"
11450,"2020-06-29","Brett Mehta","M","S","Cloverdale","Australia","South Australia"
11451,"2020-07-29","Ruben L Muñoz","M","S","Newcastle","Australia","New South Wales"
11452,"2020-07-11","Erika A Rubio","F","S","Caloundra","Australia","Queensland"
11453,"2020-07-15","Stanley H Malhotra","M","S","Hobart","Australia","Tasmania"
11454,"2020-07-31","Melinda Navarro","F","S","Melbourne","Australia","Victoria"
11455,"2020-07-01","Ross Sanz","M","M","Melton","Australia","Victoria"
11456,"2020-07-17","Jon C Gao","M","M","St. Leonards","Australia","New South Wales"
11457,"2020-07-17","Jaime C Gutierrez","F","M","Wollongong","Australia","New South Wales"
11458,"2022-03-30","Bianca K Liu","F","M","Springwood","Australia","New South Wales"
11459,"2020-07-27","Tasha Deng","F","S","Port Macquarie","Australia","New South Wales"
11460,"2020-07-21","Melvin R Chande","M","S","Cranbourne","Australia","Victoria"
11461,"2020-07-31","Victor Jimenez","M","S","Lavender Bay","Australia","New South Wales"
11462,"2020-07-16","Laura L Lin","F","M","Matraville","Australia","New South Wales"
11463,"2022-03-05","Alisha E Beck","F","M","Cloverdale","Australia","South Australia"
11464,"2020-07-22","Alejandro Huang","M","M","South Melbourne","Australia","Victoria"
11465,"2020-07-14","Louis Luo","M","M","Gold Coast","Australia","Queensland"
11466,"2022-05-22","Grant H Tang","M","M","Lavender Bay","Australia","New South Wales"
11467,"2022-07-31","Arturo C Zheng","M","M","St. Leonards","Australia","New South Wales"
11468,"2020-08-08","Jaclyn Andersen","F","M","York","United Kingdom","England"
11469,"2022-08-09","Edwin Raji","M","S","York","United Kingdom","England"
11470,"2021-01-22","Jay C Suarez","M","S","Stuttgart","Germany","Saarland"
11471,"2022-05-17","Latasha Suarez","F","S","Chatou","France","Yveline"
11472,"2020-07-26","Kenneth Kumar","M","S","Hawthorne","Australia","Queensland"
11473,"2022-06-02","Grace M Henderson","F","S","Drancy","France","Seine Saint Denis"
11474,"2022-09-26","Melvin A Xu","M","S","Peterborough","United Kingdom","England"
11475,"2022-04-23","Cesar L Subram","M","S","London","United Kingdom","England"
11476,"2022-11-01","Erika K Navarro","F","M","Kirkby","United Kingdom","England"
11477,"2022-09-25","Tristan Hughes","M","S","Darmstadt","Germany","Hessen"
11478,"2022-04-19","Billy C Hernandez","M","S","Sèvres","France","Hauts de Seine"
11479,"2021-12-05","Darryl L Wu","M","M","Saint Ouen","France","Loir et Cher"
11480,"2021-12-25","Colleen A Ma","F","M","Tremblay-en-France","France","Seine Saint Denis"
11481,"2021-01-27","Erica Hu","F","M","Braunschweig","Germany","Nordrhein-Westfalen"
11482,"2020-09-08","Adrienne C Torres","F","S","Warrington","United Kingdom","England"
11483,"2021-12-22","Calvin E Chande","M","M","Paris","France","Seine (Paris)"
11484,"2021-01-02","Erick L Sai","M","S","Neunkirchen","Germany","Saarland"
11485,"2020-09-14","Donald Chandra","M","M","Esher-Molesey","United Kingdom","England"
11486,"2022-11-24","Ariana F Rogers","F","S","Erlangen","Germany","Bayern"
11487,"2022-12-15","Morgan C Jones","F","S","Dunkerque","France","Nord"
11488,"2020-10-28","Jermaine Lopez","M","S","London","United Kingdom","England"
11489,"2020-10-28","Deborah S Goel","F","S","Oxford","United Kingdom","England"
11490,"2022-04-04","Danny Rubio","M","S","Paris La Defense","France","Hauts de Seine"
11491,"2020-11-07","Andre Perez","M","M","London","United Kingdom","England"
11492,"2021-02-11","Terrence C Chander","M","S","Eilenburg","Germany","Brandenburg"
11493,"2020-11-14","Dawn T Wu","F","S","London","United Kingdom","England"
11494,"2020-12-23","Jimmy M Gutierrez","M","S","Runcorn","United Kingdom","England"
11495,"2022-10-26","Francis Jimenez","M","S","Bonn","Germany","Nordrhein-Westfalen"
11496,"2020-11-30","Gary Ortega","M","S","Warrington","United Kingdom","England"
11497,"2022-11-04","Katrina R Nath","F","S","Newcastle upon Tyne","United Kingdom","England"
11498,"2022-02-28","Arturo C Sun","M","S","Cliffside","Canada","British Columbia"
11499,"2022-04-06","Pedro A Vance","M","S","Concord","United States","California"
11500,"2022-01-31","Sarah V Simmons","F","S","Langley","Canada","British Columbia"
11501,"2022-03-27","Brandy P Chandra","F","S","Cliffside","Canada","British Columbia"
11502,"2022-01-30","Jared Peterson","M","S","Shawnee","Canada","British Columbia"
11503,"2022-05-26","Dennis G Wu","M","M","Coronado","United States","California"
11504,"2022-05-01","Jordan P Baker","F","M","Downey","United States","California"
11505,"2022-02-22","Jasmine A Powell","F","S","Burnaby","Canada","British Columbia"
11506,"2022-03-08","Nicholas S Brown","M","S","Port Hammond","Canada","British Columbia"
11507,"2022-02-17","Isabella A Russell","F","S","Victoria","Canada","British Columbia"
11508,"2022-05-02","Elizabeth R Wilson","F","S","Lynnwood","United States","Washington"
11509,"2022-07-29","Roger Harui","F","M","Novato","United States","California"
11510,"2022-03-12","Seth H Roberts","M","M","N. Vancouver","Canada","British Columbia"
11511,"2022-03-13","Caleb Perry","M","M","Lebanon","United States","Oregon"
11512,"2022-12-28","Natalie L Campbell","F","S","Oak Bay","Canada","British Columbia"
11513,"2022-06-08","Alyssa A Howard","F","S","Royal Oak","Canada","British Columbia"
11514,"2022-06-24","Dalton Diaz","M","M","Tacoma","United States","Washington"
11515,"2020-08-31","Shannon H Huang","F","M","Burbank","United States","California"
11516,"2020-09-15","Mya Gonzales","F","M","Colma","United States","California"
11517,"2022-06-26","Katherine A Bryant","F","M","Redwood City","United States","California"
11518,"2022-10-27","Edward Washington","M","M","Milwaukie","United States","Oregon"
11519,"2022-03-13","Jerome B Navarro","M","M","Cliffside","Canada","British Columbia"
11520,"2022-02-22","Jada A Morgan","F","M","Port Hammond","Canada","British Columbia"
11521,"2022-03-05","Ariana Peterson","F","M","Walla Walla","United States","Washington"
11522,"2020-09-03","Christian J Hughes","M","M","Oregon City","United States","Oregon"
11523,"2022-02-15","Lucas V Taylor","M","M","N. Vancouver","Canada","British Columbia"
11524,"2022-08-28","Alyssa L Jackson","F","M","Torrance","United States","California"
11525,"2020-09-06","Ariana Cook","F","M","Lebanon","United States","Oregon"
11526,"2022-02-03","Katherine P Diaz","F","M","Westminster","Canada","British Columbia"
11527,"2022-02-07","Jenna J Green","F","M","San Gabriel","United States","California"
11528,"2020-09-12","Joan Washington","F","M","Glendale","United States","California"
11529,"2020-09-24","Austin L Bryant","M","M","Portland","United States","Oregon"
11530,"2022-01-28","Andrew C Martinez","M","M","N. Vancouver","Canada","British Columbia"
11531,"2020-08-30","Nina R Yuan","F","M","Beverly Hills","United States","California"
11532,"2022-04-05","Lauren Miller","F","M","Redmond","United States","Washington"
11533,"2022-05-14","Ebony E Gill","F","M","Birmingham","United States","Alabama"
11534,"2020-09-18","Cameron M Lewis","M","S","Long Beach","United States","California"
11535,"2020-09-02","Devin Nelson","M","M","Lebanon","United States","Oregon"
